"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Direction"
-1.07869368219224,2.37959733831673,-8.49383147481098,2.21235890785878e-16,8.0655327023951e-15,26.5225617027476,"LINC00237","Down"
-1.10630878130776,3.70476215888655,-8.47022404503351,2.64287232783669e-16,9.51151679866526e-15,26.3485511501951,"PDE2A","Down"
-1.14485713226465,2.6222682449921,-8.46258656021164,2.79914360273161e-16,1.00310586597465e-14,26.2923329848939,"CAMSAP3","Down"
-1.0076349974855,2.04219678643959,-8.45968013622749,2.86098217625844e-16,1.02092209310849e-14,26.2709493173929,"KLRK1","Down"
-1.03753139604058,5.89952618756291,-8.44756153376991,3.1337107274862e-16,1.09801553487628e-14,26.1818476173829,"GPR162","Down"
-1.5551554010966,3.63072545687289,-8.4421211349706,3.26435846256288e-16,1.14069687935574e-14,26.1418784527227,"ACTL6B","Down"
1.17407487068197,2.45253050106826,8.43031774625847,3.56660731997989e-16,1.2360569360169e-14,26.0552286777304,"CTHRC1","Up"
1.11768625988599,2.826835516228,8.40442700517311,4.32986474637877e-16,1.47627352071372e-14,25.865482061288,"FAM181A","Up"
-1.39063105483525,3.06846710216604,-8.39906434565769,4.50707407592452e-16,1.53049694880638e-14,25.8262354867738,"NPPA","Down"
-1.32900322681053,8.17288568780727,-8.39791284170927,4.54605041466982e-16,1.54062630048861e-14,25.8178106791542,"FXYD6","Down"
-1.2856488905189,2.12395660876722,-8.37361988873339,5.45053567119063e-16,1.83606744619728e-14,25.640278100613,"SVOP","Down"
-1.32346936984789,5.91205505254197,-8.36207042165584,5.94082065223632e-16,1.98534210804794e-14,25.5560109991547,"RTN1","Down"
-1.36169569280428,3.02916512028155,-8.34160343396654,6.91900378622625e-16,2.28503491708644e-14,25.4068960493457,"USH1C","Down"
-1.15696433208289,3.81936910752028,-8.34094684042444,6.95288819186188e-16,2.28830922361924e-14,25.4021169283363,"ASCL1","Down"
1.12627123041238,2.89247126978333,8.28407224847244,1.06042809005134e-15,3.3827254395331e-14,24.9892289192375,"FBLIM1","Up"
1.03601567973827,2.68210337342198,8.28294765960074,1.06929285400817e-15,3.40455567865022e-14,24.9810864549425,"LOXL2","Up"
1.01155392528373,1.69987849126614,8.28205393367119,1.0763899813207e-15,3.42068612365747e-14,24.9746161280356,"ACTG2","Up"
1.12147205383543,2.82274473147327,8.27419791917564,1.14081146305719e-15,3.60500703044506e-14,24.9177636105727,"C8orf4","Up"
1.04573565608195,1.62653378897292,8.26091066591212,1.25855014398695e-15,3.94010410319187e-14,24.8216996424532,"CA3","Up"
-1.09348241912327,5.58091625111811,-8.22111340652929,1.68783926515052e-15,5.17819248505104e-14,24.5346779096484,"FAIM2","Down"
-1.09243219074417,4.66122462786359,-8.2166613281142,1.74406122819814e-15,5.33125649120532e-14,24.5026348384439,"SERP2","Down"
-1.1036667725517,1.11250965813303,-8.21452856547303,1.77164573333261e-15,5.40576613886253e-14,24.4872893393896,"RP11-82C23.2","Down"
1.12493839477272,4.42139656484034,8.19662792082973,2.02081304533184e-15,6.11069194300254e-14,24.3586118856467,"HMOX1","Up"
-1.48151195869478,4.5161146613304,-8.18425714149803,2.21292654234041e-15,6.64390762079136e-14,24.2698108620153,"MIR219-2","Down"
-1.15684217605074,5.01478041190006,-8.18339393836214,2.22698576839036e-15,6.67422087135212e-14,24.2636183700906,"MAPK8IP2","Down"
1.64623887665541,5.11921237169868,8.14763166776038,2.89386832560757e-15,8.52647263383126e-14,24.0075048557542,"RARRES2","Up"
-1.04039048701022,5.07215685896455,-8.14754752819412,2.89564943688861e-15,8.52647263383126e-14,24.0069032992749,"SEPT3","Down"
-1.70181036258086,8.29547759094648,-8.14469500718896,2.95667785271915e-15,8.69098168819347e-14,23.9865119973532,"OLIG1","Down"
-1.06627700222825,3.14530322341485,-8.14398648101491,2.97203233403591e-15,8.7208955752904e-14,23.9814479333973,"AKR1C3","Down"
-1.01579792378284,4.4546685447323,-8.14166399848876,3.02291708165888e-15,8.85478128806616e-14,23.9648507751059,"NDN","Down"
-1.1819654597114,3.11639071710678,-8.12133469280456,3.50666981526209e-15,1.01657211184956e-13,23.8197265756158,"SH3GL2","Down"
1.06362386415584,3.3356042718587,8.10893755855235,3.83839919307636e-15,1.10136554700145e-13,23.7313643549335,"SERPINA1","Up"
